"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std"
"0860018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.671,-0.08597507
"0860020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,34,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,64.89,"$50,001 TO $75,000",62500.5,0,0,59.486,0.9244139
"0860021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$10,001 TO $15,000",12500.5,1,0,37.11,-1.379046
"0860022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,44,NA,"NOT APPLICABLE","MASTER'S DEGREE (MA, MS)",NA,0,63.43,NA,"$10,001 TO $15,000",12500.5,1,0,62.046,1.187949
"0860024C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63.216,1.308393
"0861001C",1,"WHITE, NON-HISPANIC",1,0,0,0,NA,37,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,39.2,"$75,001 TO $100,000",87500.5,0,NA,45.1,-0.5565291
"0861004C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,40,39,"9TH - 12TH GRADE","SOME COLLEGE",1,0,NA,53.5,"$30,001 TO $35,000",32500.5,0,0,45,-0.5668234
"0861007C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,33,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,53.5,"$40,001 TO $50,000",45000.5,0,0,48.363,-0.220625
"0861009C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,52.54,NA,"$40,001 TO $50,000",45000.5,0,0,42.15,-0.860212
"0861010C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,42,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,53.5,34.95,"$50,001 TO $75,000",62500.5,0,0,37.905,-1.297206
"0861014C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,35,41,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.78,35.78,"$100,001 TO $200,000",150000.5,0,0,43.876,-0.6825318
"0861015C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,39,41,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,35.78,"$100,001 TO $200,000",150000.5,0,0,47.072,-0.3535248
"0861016C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,48,51,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$75,001 TO $100,000",87500.5,0,0,64.289,1.418851
"0861017C",1,"WHITE, NON-HISPANIC",1,0,0,0,2,33,33,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,53.854,0.3446369
"0861019C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,41,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.78,35.78,"$75,001 TO $100,000",87500.5,0,0,61.522,1.134007
"0861020C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,37,37,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,53.5,35.92,"$50,001 TO $75,000",62500.5,0,0,61.954,1.178478
"0861021C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,43,49,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,35.63,39.2,"$100,001 TO $200,000",150000.5,0,0,57.473,0.7171889
"0861025C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,48,51,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.18,"$75,001 TO $100,000",87500.5,0,0,57.098,0.6785852
"0862001C",0,"ASIAN",0,0,0,1,1,28,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,0,56.132,0.5791419
"0862002C",0,"ASIAN",0,0,0,1,1,42,NA,"NOT APPLICABLE","8TH GRADE OR BELOW",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,53.451,0.3031508
"0862003C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.957,0.2522968
"0862004C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.968,-1.290721
"0862005C",0,"ASIAN",0,0,0,1,1,34,39,"8TH GRADE OR BELOW","9TH - 12TH GRADE",1,1,NA,35.92,"$10,001 TO $15,000",12500.5,1,1,40.546,-1.025333
"0862006C",0,"ASIAN",0,0,0,1,1,35,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,57.448,0.7146153
"0862007C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,26,NA,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,35.63,35.63,"$5,000 TO $5,000",5000,1,1,40.73,-1.006392
"0862008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,40,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,39.2,"$100,001 TO $200,000",150000.5,0,0,58.777,0.851427
"0862010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,27,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,48.776,-0.1781094
"0862011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,58.792,0.8529712
"0862015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,52.471,0.2022663
"0862016C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,38.18,NA,"$40,001 TO $50,000",45000.5,0,0,48.559,-0.2004481
"0862017C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,34.95,33.42,"$25,001 TO $30,000",27500.5,0,0,54.674,0.4290505
"0862018C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,33,44,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$30,001 TO $35,000",32500.5,0,0,50.165,-0.03512106
"0862019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,51.436,0.09571994
"0862020C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.043,-1.077114
"0862022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,35.92,"$75,001 TO $100,000",87500.5,0,0,54.014,0.3611079
"0862024C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45.284,-0.5375875
"0862040C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,49.742,-0.07866609
"0863001C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,34.95,NA,"$25,001 TO $30,000",27500.5,0,1,29.863,-2.125077
"0863002C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,27,56,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,39.18,"$25,001 TO $30,000",27500.5,0,1,34.897,-1.60686
"0863003C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,40,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,38.241,-1.262618
"0863004C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,50,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,000 TO $5,000",5000,1,1,53.113,0.2683559
"0863005C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,48,55,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,NA,35.92,"$20,001 TO $25,000",22500.5,1,0,41.762,-0.900154
"0863006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.351,-0.0159736
"0863007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46.298,-0.433203
"0863008C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,36,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,33.42,35.92,"$15,001 TO $20,000",17500.5,1,1,31.175,-1.990015
"0863010C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.078,-0.1470205
"0863011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,34.081,-1.690862
"0863012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,39,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,63.43,NA,"$40,001 TO $50,000",45000.5,0,0,46.333,-0.4296
"0863014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,40,61,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,NA,"$5,000 TO $5,000",5000,1,0,44.687,-0.5990447
"0863016C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.015,-0.9770527
"0863017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.499,-0.309568
"0863018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,39,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,35.92,37.67,"$35,001 TO $40,000",37500.5,0,0,40.479,-1.03223
"0863019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49.55,-0.09843122
"0863020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,NA,36,"9TH - 12TH GRADE","NOT APPLICABLE",1,NA,NA,35.92,"$15,001 TO $20,000",17500.5,1,1,54.041,0.3638874
"0863041C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$30,001 TO $35,000",32500.5,0,0,45.348,-0.5309992
"0863042C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,45,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$20,001 TO $25,000",22500.5,1,1,39.004,-1.184072
"0863044C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36.015,-1.491769
"0863045C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31.634,-1.942764
"0864001C",1,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,30,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$30,001 TO $35,000",32500.5,0,0,35.614,-1.53305
"0864002C",1,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,32.397,-1.864218
"0864003C",1,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,36,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,35.63,"$15,001 TO $20,000",17500.5,1,0,39.069,-1.17738
"0864004C",1,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,36,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.63,"$10,001 TO $15,000",12500.5,1,0,48.943,-0.1609178
"0864005C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,31,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$40,001 TO $50,000",45000.5,0,0,51.033,0.05423377
"0864006C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,28,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,38.18,"$40,001 TO $50,000",45000.5,0,0,44.176,-0.6516488
"0864007C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,41,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,33.42,"$100,001 TO $200,000",150000.5,0,0,57.329,0.7023651
"0864008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,35,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.78,"$75,001 TO $100,000",87500.5,0,0,53.111,0.26815
"0864009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,42,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,39.18,53.5,"$100,001 TO $200,000",150000.5,0,0,48.557,-0.200654
"0864010C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.831,-0.5842209
"0864011C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$20,001 TO $25,000",22500.5,0,0,42.941,-0.7787838
"0864012C",1,"WHITE, NON-HISPANIC",1,0,0,0,1,31,38,"SOME COLLEGE","SOME COLLEGE",0,0,53.5,53.5,"$75,001 TO $100,000",87500.5,0,0,43.788,-0.6915908
"0864013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,45,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.63,"$40,001 TO $50,000",45000.5,0,0,28.561,-2.259109
"0864014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,33,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,52.823,0.2385024
"0864015C",1,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,45.653,-0.4996014
"0864016C",0,"ASIAN",0,0,0,1,1,55,59,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,NA,"$40,001 TO $50,000",45000.5,0,0,38.283,-1.258294
"0864017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,53,60,"8TH GRADE OR BELOW","9TH - 12TH GRADE",1,1,38.18,29.6,"$35,001 TO $40,000",37500.5,0,0,39.958,-1.085864
"0864019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,39,"9TH - 12TH GRADE","9TH - 12TH GRADE",1,1,34.95,29.6,"$35,001 TO $40,000",37500.5,0,0,34.882,-1.608404
"0864020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,47,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,33.42,"$25,001 TO $30,000",27500.5,0,0,48.142,-0.2433754
"0864021C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.894,-1.504226
"0864022C",1,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,30,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$5,000 TO $5,000",5000,1,1,46.502,-0.4122025
"0864023C",1,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.425,0.09458756
"0864024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,30,"SOME COLLEGE","SOME COLLEGE",0,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,48.962,-0.1589619
"0864025C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,30.802,-2.028413
"0865002C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,35.63,"$15,001 TO $20,000",17500.5,1,0,44.209,-0.6482516
"0865003C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.63,NA,"$15,001 TO $20,000",17500.5,1,0,38.595,-1.226176
"0865004C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,43,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$20,001 TO $25,000",22500.5,0,1,41.495,-0.9276399
"0865006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$15,001 TO $20,000",17500.5,1,1,39.288,-1.154836
"0865009C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,38,41,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,53.5,39.2,"$40,001 TO $50,000",45000.5,0,0,43.848,-0.6854142
"0865010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,44,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,39.18,"$35,001 TO $40,000",37500.5,0,0,55.675,0.5320968
"0865011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,47,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,32.825,-1.820159
"0865013C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,29,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$5,000 TO $5,000",5000,1,1,28.536,-2.261683
"0865014C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,33,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.78,NA,"$5,000 TO $5,000",5000,1,0,39.703,-1.112114
"0865015C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,38,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,NA,"$25,001 TO $30,000",27500.5,0,1,52.118,0.1659273
"0865016C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47.176,-0.3428187
"0865017C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$35,001 TO $40,000",37500.5,0,0,33.685,-1.731627
"0865018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,35.92,"$25,001 TO $30,000",27500.5,0,0,45.928,-0.471292
"0865019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,31,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,000 TO $5,000",5000,1,0,35.498,-1.544991
"0865020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,32,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.63,NA,"$10,001 TO $15,000",12500.5,1,1,40.26,-1.054775
"0865023C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,36,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,35.63,NA,"$15,001 TO $20,000",17500.5,1,1,43.266,-0.7453272
"0865024C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.151,-1.271882
"0867001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33.562,-1.744289
"0867002C",0,"ASIAN",0,0,0,1,1,31,36,"SOME COLLEGE","SOME COLLEGE",0,0,NA,35.63,"$20,001 TO $25,000",22500.5,0,0,54.943,0.4567423
"0867003C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,34,35,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.92,"$40,001 TO $50,000",45000.5,0,0,37.667,-1.321707
"0867005C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,42,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,29.6,"$15,001 TO $20,000",17500.5,1,0,45.392,-0.5264697
"0867008C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,27,"8TH GRADE OR BELOW","9TH - 12TH GRADE",1,1,NA,35.92,"$5,000 TO $5,000",5000,1,0,59.505,0.9263698
"0867009C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,31,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,NA,NA,"$20,001 TO $25,000",22500.5,0,0,43.342,-0.7375035
"0867010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,46,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,57.922,0.7634105
"0867011C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.998,0.5653475
"0867012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","9TH - 12TH GRADE",1,1,NA,35.92,"$5,001 TO $10,000",7500.5,1,0,30.155,-2.095017
"0867014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,36,39,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,38.18,"$40,001 TO $50,000",45000.5,0,0,51.354,0.08727858
"0867015C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55.493,0.5133611
"0867016C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.505,0.102823
"0867018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,27,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,63.43,"$40,001 TO $50,000",45000.5,0,0,45.987,-0.4652184
"0867019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$5,001 TO $10,000",7500.5,1,1,56.009,0.5664799
"0867020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,29,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,63.43,35.92,"$75,001 TO $100,000",87500.5,0,0,45.238,-0.5423229
"0867022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,47.731,-0.2856852
"0867023C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35.364,-1.558786
"0867024C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,26,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$10,001 TO $15,000",12500.5,1,1,35.228,-1.572786
"0868001C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,42,"MASTER'S DEGREE (MA, MS)","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,48.342,-0.2227868
"0868002C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$15,001 TO $20,000",17500.5,1,0,43.056,-0.7669453
